Category: 6328,Name: Badges,Path: /Antiques-collectables/Militaria/Badges,Promotions: {"Price":0.0,"Id":1},{"Price":0.55,"Id":2},{"Price":3.45,"Id":3},{"Price":3.95,"Id":4}
Category: 6327,Name: Carbon credits,Path: /Business-farming-industry/Carbon-credits,Promotions: {"Price":0.0,"Id":1},{"Price":2.0,"Id":2},{"Price":10.0,"Id":3},{"Price":15.0,"Id":4}
Category: 6329,Name: Home & garden,Path: /Books/Magazines/Home-garden,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6333,Name: Royalty,Path: /Books/Nonfiction/Biography/Royalty,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6335,Name: Cats,Path: /Books/Nonfiction/Pets/Cats,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6330,Name: Business & technology,Path: /Books/Magazines/Business-technology,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6331,Name: Automotive & aviation,Path: /Books/Magazines/Automotive-aviation,Promotions: 
Category: 6332,Name: Art & craft,Path: /Books/Magazines/Art-craft,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6334,Name: Dogs,Path: /Books/Nonfiction/Pets/Dogs,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6336,Name: Fish,Path: /Books/Nonfiction/Pets/Fish,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6327,Name: Carbon credits,Path: /Business-farming-industry/Carbon-credits,Promotions: {"Price":0.0,"Id":1},{"Price":2.0,"Id":2},{"Price":10.0,"Id":3},{"Price":15.0,"Id":4}
Category: 6328,Name: Badges,Path: /Antiques-collectables/Militaria/Badges,Promotions: {"Price":0.0,"Id":1},{"Price":0.55,"Id":2},{"Price":3.45,"Id":3},{"Price":3.95,"Id":4}
Category: 6329,Name: Home & garden,Path: /Books/Magazines/Home-garden,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6330,Name: Business & technology,Path: /Books/Magazines/Business-technology,Promotions: {"Price":0.0,"Id":1},{"Price":0.25,"Id":2},{"Price":0.75,"Id":3},{"Price":0.95,"Id":4}
Category: 6327,Name: Carbon credits,Path: /Business-farming-industry/Carbon-credits,Promotions: {"Price":0.0,"Id":1},{"Price":2.0,"Id":2},{"Price":10.0,"Id":3},{"Price":15.0,"Id":4}
